Date,Ticker,Name,Open,High,Low,Close,Volume
2015-12-03 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.19346618652344,37.19346618652344,37.19346618652344,37.19346618652344,0
2015-12-06 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.87692642211914,36.87692642211914,36.87692642211914,36.87692642211914,201
2015-12-07 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.76903533935547,35.76903533935547,35.76903533935547,35.76903533935547,756
2015-12-08 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.76903533935547,35.76903533935547,35.76903533935547,35.76903533935547,0
2015-12-09 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.61076304718268,35.61076304718268,35.13595199584961,35.13595199584961,1968
2015-12-10 23:00:00+00:00,HELG,SPBK1 HELGELAND,34.50287861852006,35.92730712890625,34.50287861852006,35.92730712890625,305
2015-12-13 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.76903533935547,35.76903533935547,35.76903533935547,35.76903533935547,196
2015-12-14 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.76903533935547,35.76903533935547,35.76903533935547,35.76903533935547,0
2015-12-15 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.294219970703125,35.294219970703125,35.294219970703125,35.294219970703125,807
2015-12-16 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.294219970703125,35.294219970703125,35.294219970703125,35.294219970703125,0
2015-12-17 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.452491760253906,35.452491760253906,35.452491760253906,35.452491760253906,1064
2015-12-20 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.085575103759766,36.085575103759766,36.085575103759766,36.085575103759766,161
2015-12-21 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.4021110534668,36.4021110534668,36.4021110534668,36.4021110534668,213
2015-12-22 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.4021110534668,36.4021110534668,36.4021110534668,36.4021110534668,0
2015-12-27 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.71865463256836,36.71865463256836,36.71865463256836,36.71865463256836,100
2015-12-28 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.71865174297464,36.71865174297464,36.4021110534668,36.4021110534668,1126
2015-12-29 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.035195879547736,37.35173416137695,37.035195879547736,37.35173416137695,777
2016-01-03 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.085575103759766,36.085575103759766,36.085575103759766,36.085575103759766,314
2016-01-04 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.19346618652344,37.19346618652344,37.19346618652344,37.19346618652344,171
2016-01-05 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.19346618652344,37.19346618652344,37.19346618652344,37.19346618652344,0
2016-01-06 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.08557263191349,36.08557263191349,34.81941223144531,34.81941223144531,163
2016-01-07 23:00:00+00:00,HELG,SPBK1 HELGELAND,34.81941223144531,34.81941223144531,34.81941223144531,34.81941223144531,0
2016-01-10 23:00:00+00:00,HELG,SPBK1 HELGELAND,34.81941223144531,34.81941223144531,34.81941223144531,34.81941223144531,0
2016-01-11 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.24384307861328,36.24384307861328,36.24384307861328,36.24384307861328,403
2016-01-12 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.769034359651975,35.769034359651975,34.81941223144531,34.81941223144531,1513
2016-01-13 23:00:00+00:00,HELG,SPBK1 HELGELAND,34.81941714481019,34.97768752184482,31.654016915540748,33.07844543457031,12625
2016-01-14 23:00:00+00:00,HELG,SPBK1 HELGELAND,33.07844543457031,33.07844543457031,33.07844543457031,33.07844543457031,0
2016-01-17 23:00:00+00:00,HELG,SPBK1 HELGELAND,33.39498618863957,33.39498618863957,33.07844543457031,33.07844543457031,1665
2016-01-18 23:00:00+00:00,HELG,SPBK1 HELGELAND,33.553252641985274,33.553252641985274,32.92017364501953,32.92017364501953,1765
2016-01-19 23:00:00+00:00,HELG,SPBK1 HELGELAND,32.761905670166016,32.761905670166016,32.761905670166016,32.761905670166016,605
2016-01-20 23:00:00+00:00,HELG,SPBK1 HELGELAND,31.97055149385976,32.92017364501953,31.97055149385976,32.92017364501953,4027
2016-01-21 23:00:00+00:00,HELG,SPBK1 HELGELAND,33.7115230005119,37.351733935202056,32.92017364501953,32.92017364501953,5031
2016-01-24 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.61076354980469,35.61076354980469,35.61076354980469,35.61076354980469,302
2016-01-25 23:00:00+00:00,HELG,SPBK1 HELGELAND,33.86979210748478,35.61076354980469,33.5532514021283,35.61076354980469,1980
2016-01-26 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.61076354980469,35.769033902482924,35.61076354980469,35.61076354980469,2183
2016-01-27 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.61076354980469,35.61076354980469,35.61076354980469,35.61076354980469,0
2016-01-28 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.29422141399029,35.452491760253906,35.29422141399029,35.452491760253906,2593
2016-01-31 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.76903245278113,35.76903245278113,35.452491760253906,35.452491760253906,3294
2016-02-01 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.452491760253906,35.452491760253906,35.452491760253906,35.452491760253906,0
2016-02-02 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.92730712890625,35.92730712890625,35.92730712890625,35.92730712890625,100
2016-02-03 23:00:00+00:00,HELG,SPBK1 HELGELAND,35.92730712890625,35.92730712890625,35.92730712890625,35.92730712890625,403
2016-02-04 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.4021110534668,36.4021110534668,36.4021110534668,36.4021110534668,302
2016-02-07 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.4021110534668,36.4021110534668,36.4021110534668,36.4021110534668,0
2016-02-08 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.4021110534668,36.4021110534668,36.4021110534668,36.4021110534668,0
2016-02-09 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.243842260493246,37.98481369018555,36.243842260493246,37.98481369018555,1588
2016-02-10 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.035194396972656,37.035194396972656,37.035194396972656,37.035194396972656,3715
2016-02-11 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.035194396972656,37.035194396972656,37.035194396972656,37.035194396972656,201
2016-02-14 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.35173416137695,37.35173416137695,2361
2016-02-15 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.35173416137695,37.35173416137695,0
2016-02-16 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.19346380189195,37.35173416137695,37.19346380189195,37.35173416137695,603
2016-02-17 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.35173416137695,37.35173416137695,2472
2016-02-18 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.35173416137695,37.35173416137695,0
2016-02-21 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.035195879547736,37.35173416137695,1715
2016-02-22 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.19346380189195,37.35173416137695,37.19346380189195,37.35173416137695,1304
2016-02-23 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.71865463256836,36.71865463256836,36.71865463256836,36.71865463256836,111
2016-02-24 23:00:00+00:00,HELG,SPBK1 HELGELAND,36.71865516057774,37.35173416137695,36.71865516057774,37.35173416137695,2018
2016-02-25 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.35173416137695,37.35173416137695,901
2016-02-28 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,36.08557372263775,37.35173416137695,914
2016-02-29 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.35173416137695,37.35173416137695,706
2016-03-01 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.35173416137695,37.35173416137695,37.35173416137695,37.35173416137695,2426
2016-03-02 23:00:00+00:00,HELG,SPBK1 HELGELAND,38.30135200670759,38.30135200670759,38.14308166503906,38.14308166503906,257
2016-03-03 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.98481424083623,38.61789321899414,37.98481424083623,38.61789321899414,597
2016-03-06 23:00:00+00:00,HELG,SPBK1 HELGELAND,38.9344315379622,38.9344315379622,38.30135259864456,38.776161193847656,2580
2016-03-07 23:00:00+00:00,HELG,SPBK1 HELGELAND,38.776161193847656,38.776161193847656,38.776161193847656,38.776161193847656,0
2016-03-08 23:00:00+00:00,HELG,SPBK1 HELGELAND,38.776161193847656,38.776161193847656,38.776161193847656,38.776161193847656,0
2016-03-09 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.98481369018555,37.98481369018555,37.98481369018555,37.98481369018555,100
2016-03-10 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.826541900634766,37.826541900634766,37.826541900634766,37.826541900634766,154
2016-03-13 23:00:00+00:00,HELG,SPBK1 HELGELAND,37.826541900634766,37.826541900634766,37.826541900634766,37.826541900634766,201
2016-03-14 23:00:00+00:00,HELG,SPBK1 HELGELAND,38.93443262260979,39.88405227661133,38.93443262260979,39.88405227661133,1110
2016-03-15 23:00:00+00:00,HELG,SPBK1 HELGELAND,39.88405227661133,39.88405227661133,39.88405227661133,39.88405227661133,0
2016-03-16 23:00:00+00:00,HELG,SPBK1 HELGELAND,38.93443298339844,38.93443298339844,38.93443298339844,38.93443298339844,706
2016-03-17 23:00:00+00:00,HELG,SPBK1 HELGELAND,39.5675172856994,39.5675172856994,38.14308646844295,39.2509765625,4318
2016-03-20 23:00:00+00:00,HELG,SPBK1 HELGELAND,39.2509765625,39.2509765625,39.2509765625,39.2509765625,3417
2016-03-21 23:00:00+00:00,HELG,SPBK1 HELGELAND,39.2509765625,39.2509765625,39.2509765625,39.2509765625,0
2016-03-22 23:00:00+00:00,HELG,SPBK1 HELGELAND,39.2509765625,39.2509765625,39.2509765625,39.2509765625,1715
2016-03-28 22:00:00+00:00,HELG,SPBK1 HELGELAND,39.2509765625,39.2509765625,39.09270620090031,39.2509765625,6382
2016-03-29 22:00:00+00:00,HELG,SPBK1 HELGELAND,39.25097561137528,39.5675163269043,39.25097561137528,39.5675163269043,2142
2016-03-30 22:00:00+00:00,HELG,SPBK1 HELGELAND,39.73307037353516,39.73307037353516,39.73307037353516,39.73307037353516,2321
2016-03-31 22:00:00+00:00,HELG,SPBK1 HELGELAND,39.07085418701172,39.07085418701172,39.07085418701172,39.07085418701172,288
2016-04-03 22:00:00+00:00,HELG,SPBK1 HELGELAND,39.07084681750392,39.07084681750392,38.40863037109375,38.40863037109375,310
2016-04-04 22:00:00+00:00,HELG,SPBK1 HELGELAND,39.07085418701172,39.07085418701172,39.07085418701172,39.07085418701172,100
2016-04-05 22:00:00+00:00,HELG,SPBK1 HELGELAND,38.40863654268637,38.73974609375,38.40863654268637,38.73974609375,1428
2016-04-06 22:00:00+00:00,HELG,SPBK1 HELGELAND,38.73974609375,38.73974609375,38.73974609375,38.73974609375,0
2016-04-07 22:00:00+00:00,HELG,SPBK1 HELGELAND,38.24307774746221,38.24307774746221,37.91196823120117,37.91196823120117,2371
2016-04-10 22:00:00+00:00,HELG,SPBK1 HELGELAND,38.07752699162273,38.73974609375,37.08420088774237,38.73974609375,2331
2016-04-11 22:00:00+00:00,HELG,SPBK1 HELGELAND,38.73974609375,38.73974609375,38.73974609375,38.73974609375,0
2016-04-12 22:00:00+00:00,HELG,SPBK1 HELGELAND,38.739747176008606,39.07085418701172,38.739747176008606,39.07085418701172,2939
